,Sort,Source,Edition,Page,URL,Pub Date,Ad Type,Seek/Offer,Number Sought/Offered,Ad Price Amt,Ad Price Period,Ad Placer Name,Ad Placer Sex,Advertised Occupations,Slave Name,Slave Origin,Slave Sex,Slave Age,Slave Color,Slave Status,Location,Location City,Ad Transcription,OBS,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
4398,580,Jornal do Commercio,230,4,http://memoria.bn.br/DocReader/364568_03/908,31-Aug-1840,venda,oferecendo serviço,1,,,,,carpinteiro,,,M,,preto,escravo,"Rua da Cadêa, 54",,"VENDEM-SE tres moleques peças, e hum dito official de carpinteiro; no sobrado da rua da Cadêa n. 54.",,,,,,,,,,,,,,,,
4399,581,Jornal do Commercio,230,4,http://memoria.bn.br/DocReader/364568_03/908,31-Aug-1840,venda,oferecendo serviço,1,250,,,,,,,F,,preta,escrava,"Rua do Hospício, 198",,"VENDE-SE huma preta de meia idade, por 250$ rs., porém muito robusta, a qual dá de jornal 320 por dia; vende-se por precisar do importe: na rua do Hospício n. 198.",,,,,,,,,,,,,,,,
4400,582,Jornal do Commercio,230,4,http://memoria.bn.br/DocReader/364568_03/908,31-Aug-1840,venda,oferecendo serviço,1,,,,,,,,M,18.0,preto,escravo,"Rua do Castello, 20",,"VENDE-SE, por precisão, hum moleque de nação, de 18 a 20 annos; na rua do Castello n. 20.",,,,,,,,,,,,,,,,
4401,583,Jornal do Commercio,230,4,http://memoria.bn.br/DocReader/364568_03/908,31-Aug-1840,venda,oferecendo serviço,1,,,,,"costureira, engomadeira",,,F,,preta,escrava,"Rua da Cadêa, 98",,"VENDE-SE huma mocamba perfeita costureira e engommadeira, na rua da Cadêa n. 98: na mesma casa há hum molecão de 14 annos, de nação Moçambique.",,,,,,,,,,,,,,,,
4402,584,Jornal do Commercio,230,4,http://memoria.bn.br/DocReader/364568_03/908,31-Aug-1840,aluguel,procurando serviço,1,,,,,cozinheiro,,,M,,preto,escravo,"Botafogo, 46",,"PRECISA-SE alugar hum bom cozinheiro preto, de boa conducta; em Botafogo n. 46.",,,,,,,,,,,,,,,,
4403,585,Jornal do Commercio,230,4,http://memoria.bn.br/DocReader/364568_03/908,31-Aug-1840,venda/aluguel,procurando serviço,1,,,,,cozinheiro,,,M,,preto,escravo,"Rua de São Pedro, 16",,"PRECISA-SE de hum bom cozinheiro, a bordo do brigue nacional Atlante, que segue viagem para Lisboa, por Pernambuco; dirigir-se a bordo, ou á rua de S. Pedro n. 16, loja.",,,,,,,,,,,,,,,,
4404,586,Jornal do Commercio,230,4,http://memoria.bn.br/DocReader/364568_03/908,31-Aug-1840,fuga,procurando serviço,1,30$000,,,,,Antonio,Congo,M,,preto,escravo,"Rua do Ouvidor, 46",,"30$000 rs. De gratificação. Fugio, no dia 16 de julho, hum preto de nação Congo, de nome Antonio, baixo, bem reforçado, beiços grossos, nariz chato e largo, com signaes de sarnas pelas pernas, e sabendo fallar alguma cousa francez; levou huma trouxa com alguma roupa de panno e de brim; consta estar nesta cidade, e se protesta contra quem o tiver acoutado com todo o rigor da lei. Quem o levar á rua d'Ouvidor n. 46, receberá a dita gratificação acima.",,,,,,,,,,,,,,,,
4405,587,Jornal do Commercio,230,4,http://memoria.bn.br/DocReader/364568_03/908,31-Aug-1840,venda,oferecendo serviço,1,,,,,,,,F,14.0,preta,escrava,"Rua da Cadêa, 68",,"VENDEM-SE, de huma família que se retira, duas lindas mocambas, sendo huma de 16 annos e outra de 14, com prendas; huma bonita preta perfeita lavadeira de rio, engommadeira e cozinheira; e hum preto de 20 annos, de todo o serviço de roça: na rua da Cadêa n. 68.",,,,,,,,,,,,,,,,
4406,588,Jornal do Commercio,230,4,http://memoria.bn.br/DocReader/364568_03/908,31-Aug-1840,venda,oferecendo serviço,1,,,,,"lavadeira, engomadeira, cozinheira",,,F,,preta,escrava,"Rua da Cadêa, 68",,"VENDEM-SE, de huma família que se retira, duas lindas mocambas, sendo huma de 16 annos e outra de 14, com prendas; huma bonita preta perfeita lavadeira de rio, engommadeira e cozinheira; e hum preto de 20 annos, de todo o serviço de roça: na rua da Cadêa n. 68.",,,,,,,,,,,,,,,,
4407,589,Jornal do Commercio,230,4,http://memoria.bn.br/DocReader/364568_03/908,31-Aug-1840,venda,oferecendo serviço,1,,,,,roceiro,,,M,20.0,preto,escravo,"Rua da Cadêa, 68",,"VENDEM-SE, de huma família que se retira, duas lindas mocambas, sendo huma de 16 annos e outra de 14, com prendas; huma bonita preta perfeita lavadeira de rio, engommadeira e cozinheira; e hum preto de 20 annos, de todo o serviço de roça: na rua da Cadêa n. 68.",,,,,,,,,,,,,,,,
4408,590,Jornal do Commercio,230,4,http://memoria.bn.br/DocReader/364568_03/908,31-Aug-1840,aluguel,oferecendo serviço,1,,,,,carpinteiro,,,M,10.0,preto,escravo,"Rua do Hospício, 125",,"ALUGA-SE, na rua do Hospício n. 125, huma boa ama de leite, e na mesma casa vende-se hum bonito moleque de idade de 10 para 11 annos, com bons princípios de carpinteiro de machado.",,,,,,,,,,,,,,,,
4409,591,Jornal do Commercio,230,4,http://memoria.bn.br/DocReader/364568_03/908,31-Aug-1840,venda,oferecendo serviço,1,,,,,costureira,,,F,,parda,escrava,"Rua do Piolho, 27 A",,"VENDE-SE huma escrava moça, boa lavadeira de rio, que também cozinha e engomma liso; huma pardinha que cose bem, e hum moleque: na rua do Piolho n. 27 A.",,,,,,,,,,,,,,,,
4410,592,Jornal do Commercio,230,4,http://memoria.bn.br/DocReader/364568_03/908,31-Aug-1840,venda,oferecendo serviço,1,,,,,,,,M,,preto,escravo,"Rua do Piolho, 27 A",,"VENDE-SE huma escrava moça, boa lavadeira de rio, que também cozinha e engomma liso; huma pardinha que cose bem, e hum moleque: na rua do Piolho n. 27 A.",,,,,,,,,,,,,,,,
4411,1,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,compra ,procurando serviço,1,,,,,"lavadeira, engomadeira e cozinheira",,,F,,preta,escrava,"Rua do Piolho, canto do Largo do Rocio, 146",,"PRECISA-SE de huma preta que saiba lavar, engommar e cozinhar; quem a tiver póde dirigir-se á rua do Piolho, canto do largo do Rocio, n. 146. ",,,,,,,,,,,,,,,,
4412,2,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço / procurando serviço,1,250$000,,,,"cozinheira, lavadeira, faz compras, carrega água e vende quitanda ",,,F,,preta,escrava,"Rua de São José, 10",,"VENDE-SE, por 250$ rs., huma boa preta de nação, que cozinha, lava muito bem, faz compras, carrega agua, vende quitanda, não tem vicios, e só se vende por precisão; na rua de S. José n. 10. ",,,,,,,,,,,,,,,,
4413,3,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço ,1,,,,,"cozinheira, lavadeira e engomadeira",,,F,,preta,escrava,"Rua Nova do Livramento, 58",,"VENDE-SE huma preta boa cozinheira, que lava de barrela e sabão, e engomma; na rua nova do Livramento n. 58",,,,,,,,,,,,,,,,
4414,4,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,1,,,,,"lavadeira, cozinheira e quitandeira ",,,F,,preta,escrava,"Rua da Misericorida, 60",,"VENDE-SE huma preta de boa figura, que lava, cozinha e quitanda; na rua da Misericórdia n. 60. ",,,,,,,,,,,,,,,,
4415,5,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,1,,,,,pintor,,,M,,,escravo,"Rua de São José, 72",,"VENDE-SE molecote sem ponta de barba, de boa figura, official de pintor; na rua de S. José n. 72. ",,,,,,,,,,,,,,,,
4416,6,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,aluguel ,procurando serviço,1,,,,,chacareiro,,,M,,preto,escravo,"Praia do Flamengo, 44",,"ALUGA-SE hum preto chacareiro que sabe tratar de horta ou jardim, e tambem de animaes, e fazer outros serviços; na praia do Flamengo n. 44. ",,,,,,,,,,,,,,,,
4417,7,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F ,10,,,"Rua do Hospício, 125",,"ALUGA-SE , na rua do Hospício n. 125, huma boa ama de leite, e na mesma casa vende-se hum bonito moleque de idade de 10 para 11 annos, com bons principios de carpinteiro de machado. ",,,,,,,,,,,,,,,,
4418,8,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,1,,,,,carpinteiro de machado,,,M,11,,,"Rua do Hospício,125",,"ALUGA-SE , na rua do Hospício n. 125, huma boa ama de leite, e na mesma casa vende-se hum bonito moleque de idade de 10 para 11 annos, com bons principios de carpinteiro de machado. ",,,,,,,,,,,,,,,,
4419,9,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,aluguel,oferecendo serviço,1,,,,,"costureira, engomadeira e cozinheira",,,F,,preta,escrava,"Rua da Quitanda, 153",,"ALUGA-SE huma preta que cose, engomma, cozinha alguma cousa e lava muito bem; na rua da Quitanda n. 153. ",,,,,,,,,,,,,,,,
4420,10,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,aluguel,procurando serviço,1,,,,,carregador de água e carretos,,,M,,preto,escravo,"Rua de São Pedro, 68",,"PRECISA-SE alugar, na rua S. Pedro n. 68, hum preto para carregar agua e carretos. ",,,,,,,,,,,,,,,,
4421,11,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,preta,escrava,"Rua da Princesa do Valongo, 24",,"ALUGA-SE huma preta para ama, com muito e bom leite; na rua da Princeza do Vallongo n. 24. ",,,,,,,,,,,,,,,,
4422,12,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,3,,,,,"lavadeira, cozinheira e engomadeira",,,F ,,preta,escrava,"Rua do Piolho, 27 A",,"VENDE-SE huma boa escrava moça, boa lavadeira de rio, que tambem cozinha e engomma liso; huma pardinha que cose bem, e hum moleque: na rua do Piolho n. 27 A. ",,,,,,,,,,,,,,,,
4423,13,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,3,,,,,costureira  ,,,F,,pardinha,escrava,"Rua do Piolho, 27 A",,"VENDE-SE huma boa escrava moça, boa lavadeira de rio, que tambem cozinha e engomma liso; huma pardinha que cose bem, e hum moleque: na rua do Piolho n. 27 A. ",,,,,,,,,,,,,,,,
4424,14,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,3,,,,,,,,M,,,escravo,"Rua do Piolho, 27 A",,"VENDE-SE huma boa escrava moça, boa lavadeira de rio, que tambem cozinha e engomma liso; huma pardinha que cose bem, e hum moleque: na rua do Piolho n. 27 A. ",,,,,,,,,,,,,,,,
4425,15,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,4,,,,,mocamba,,,F e M,16,,escravos,"Rua da Cadeia, 68",,"VENDEM-SE, de huma familia que se retira, duas lindas mocambas, sendo huma de 16 annos e outra de 14, com prendas; huma bonita preta perfeita lavadeira de rio, engommadeira e cozinheira; e hum preto de 20 annos, de todo o serviço de roça: na rua de Cadês n. 68. ",,,,,,,,,,,,,,,,
4426,16,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,4,,,,,mocamba,,,F,14,,escrava,"Rua da Cadeia, 68",,"VENDEM-SE, de huma familia que se retira, duas lindas mocambas, sendo huma de 16 annos e outra de 14, com prendas; huma bonita preta perfeita lavadeira de rio, engommadeira e cozinheira; e hum preto de 20 annos, de todo o serviço de roça: na rua de Cadês n. 68. ",,,,,,,,,,,,,,,,
4427,17,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,4,,,,,"lavadeira, engomadeira e cozinheira",,,F,,preta,escrava,"Rua da Cadeia, 68",,"VENDEM-SE, de huma familia que se retira, duas lindas mocambas, sendo huma de 16 annos e outra de 14, com prendas; huma bonita preta perfeita lavadeira de rio, engommadeira e cozinheira; e hum preto de 20 annos, de todo o serviço de roça: na rua de Cadês n. 68. ",,,,,,,,,,,,,,,,
4428,18,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,4,,,,,roceiro,,,M,20,preto,escravo,"Rua da Cadeia, 68",,"VENDEM-SE, de huma familia que se retira, duas lindas mocambas, sendo huma de 16 annos e outra de 14, com prendas; huma bonita preta perfeita lavadeira de rio, engommadeira e cozinheira; e hum preto de 20 annos, de todo o serviço de roça: na rua de Cadês n. 68. ",,,,,,,,,,,,,,,,
4429,19,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,3,,,,,,,,M,,,escravos,"Rua da Cadeia, 54",,"VENDEM-SE tres moleques peças, e hum dito official de carpinteiro; no sobrado da rua da Cadêa n. 54. ",,,,,,,,,,,,,,,,
4430,20,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,1,,,,,carpinteiro,,,M,,,escravo,"Rua da Cadeia, 54",,"VENDEM-SE tres moleques peças, e hum dito official de carpinteiro; no sobrado da rua da Cadêa n. 54. ",,,,,,,,,,,,,,,,
4431,21,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,1,,,,,,,,F,,preta,escrava,"Rua do Hospício, 198",,"VENDE-SE huma preta de meia idade, por 250$ rs., porém muito robusta, a qual dá de jornal 320 por dia; vende-se por se precisar do importe: na rua do Hospício n. 198. ",,,,,,,,,,,,,,,,
4432,22,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,1,,,,,,,de nação,M,18-20,,escravo,"Rua do Castelo, 20",,"VENDE-SE, por precisão, hum moleque de nação, de 18 a 20 annos; na rua do Castello n. 20. ",,,,,,,,,,,,,,,,
4433,23,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,2,,,,,"mocamba, costureira e engomadeira",,,F,,,escrava,"Rua da Cadeia, 98",,"VENDE-SE huma mocamba perfeita costureira e engommadeira, na rua daCadêa n. 98: na mesma casa ha hum molecão de 14 annos, de nação Moçambique. ",,,,,,,,,,,,,,,,
4434,24,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço,2,,,,,,,Moçambique,M,14,,escravo,"Rua da Cadeia, 98",,"VENDE-SE huma mocamba perfeita costureira e engommadeira, na rua daCadêa n. 98: na mesma casa ha hum molecão de 14 annos, de nação Moçambique. ",,,,,,,,,,,,,,,,
4435,25,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,fuga,,1,,,,,,Antonio,Congo,M,,preto,escravo,"Rua do Ouvidor, 46",,"Fugio, no dia 16 de Julho, hum preto de nação Congo, de nome Antonio, baixo, bem reforçado, beiços grossos, nariz chato e largo, com alguaes sarnas pelas pernas, e sabendo fallar alguma coisa francez: levou huma trouxa com alguma roupa de panno e de brins: consta estar nesta idade, e se protegia contra quem o tiver acoutado com todo o rigor da lei. Quem o levar á rua d' Ouvidor n. 46, receberá a dita gratificação acima. ",,,,,,,,,,,,,,,,
4436,26,Jornal do Commercio ,231,4,http://memoria.bn.br/DocReader/364568_03/912,1-Sep-1840,venda,oferecendo serviço / procurando serviço,1,,,,,"costureira, engomadeira e cozinheira",,,F,,,escrava,"Rua do Fogo, 91",,"VENDE-SE, na rua do Fogo n. 91, huma preta mocamba, que cose, engomma, cozinha de forno e fogão, faz doces de todas as qualidades e dá-se a contento. ",,,,,,,,,,,,,,,,
4437,27,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,aluguel,procurando serviço,1,12$000,,,,cozinheiro e faz todo serviço,,,M,,preto,escravo,,,"ALUGA-SE hum preto de muito boa conducta, que cozinha e faz todo todo serviço, por 12$ rs., pagos adiantados. ",,,,,,,,,,,,,,,,
4438,28,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,venda,oferecendo serviço,>1,,,,,roceiro,,,M,,pretos,escravos,"Rua da Cadeia, 54",,"VENDEM-SE moleques e pretos bons para serviço de roça; na rua da Cadêa n. 54, sobrado.",,,,,,,,,,,,,,,,
4439,29,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,venda,oferecendo serviço,1,360$000,,,,,,,F,,preta,escrava,"Rua da Vala, 89",,"VENDE-SE, na rua da Valla n. 89, huma preta com habilidades, por 360$ rs., para fóra da terra.",,,,,,,,,,,,,,,,
4440,30,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,venda,oferecendo serviço,1,300$000,,,,costureira,,,F,10,negrinha,escrava,"Rua do Rosário, 144",,"VENDE-SE por 300$ rs. huma negrinha de 10 annos, muito carinhosa para crianças, que já cose muito bem; na rua do Rozario n. 144,",,,,,,,,,,,,,,,,
4441,31,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,venda ,oferecendo serviço,2,,,,,carpinteiro,,,M ,,pardo,escravo ,"Rua do Sabão, 67",,"VENDEM-SE hum pardo official de carpinteiro e huma preta que lava, engomma e cozinha muito bem: na rua do Sabão n. 67. ",,,,,,,,,,,,,,,,
4442,32,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,venda,oferecendo serviço,2,,,,,"lavadeira, engomadeira e cozinheira",,,F,,preta,escrava,"Rua do Sabão, 67",,"VENDEM-SE hum pardo official de carpinteiro e huma preta que lava, engomma e cozinha muito bem: na rua do Sabão n. 67. ",,,,,,,,,,,,,,,,
4443,33,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,venda,oferecendo serviço,1,,,,,ofício ou roceiro,,de nação,M,,preto,escravo,"Rua do Fogo, 32",,"VENDEM SE dous pretos de nação, hum cozinheiro, que lava, engomma e he alfaiate(de curiosidade), e outro para officio ou roça; na rua do Fogo n. 32. ",,,,,,,,,,,,,,,,
4444,34,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,venda,oferecendo serviço,1,,,,,"cozinheiro, lavadeiro, engomadeiro e alfaite",,de nação,M,,preto,escravo,"Rua do Fogo, 32",,"VENDEM SE dous pretos de nação, hum cozinheiro, que lava, engomma e he alfaiate(de curiosidade), e outro para officio ou roça; na rua do Fogo n. 32. ",,,,,,,,,,,,,,,,
4445,35,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,venda ,oferecendo serviço,1,220$000,,,,,,,F,,preta,escrava,"Rua de São José, 10",,"VENDE-SE por 220$ rs., huma preta a quem offereceu a mesma quantia, ou a outra qualquer pessoa; na rua de S. José n. 10. ",,,,,,,,,,,,,,,,
4446,36,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,compra ,procurando serviço,>1,,,,,apanhar café,,,M e F,,,escravos,"Rua do Lavradio, 21",,"COMPRÃO-SE alguns escravos velhos e de meia idade para apanhar café, de ambos os sexos; na rua do Lavradio n. 21. ",,,,,,,,,,,,,,,,
4447,37,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,fuga,,2,,,"Francisco Thomaz de Figueiredo Neves,",M,,,,M,17-18,,escravo,"Rua do Hospício, 97",,"A Francisco Thomaz de Figueiredo Neves, morador na rua do Hospício n. 97, fugirão 2 escravos no dia 30 de agosto: o primeiro he hum pardo, filho de Minas, que terá 17 a 18 annos de idade, alto, magro, tem pés grandes e falta de huma unha no dedo grande do pé esquerdo; he bem parecido e de feições miudas; levou vestido calça de castor escuro, camisa de morim branco, jaqueta de riscado encarnado com listas pretas, e o chapéo de sola envernizado com golão branco de prata: o segundo he crioulo, filho do Maranhão, official de carpinteiro, e tambem entende, alguma cousa do officio de alfaiate: este terá 21 a 22 annos de idade de estatura ordinaria, cheio de corpo, bem parecido, rosto hum tanto carnudo; levou levou vestido calças de riscado azul, camisa branca jaqueta dita e hum chapéo de pello nsade. He a segunda vez que fogem, e costumão usar de nomes suppostos; assim assim pede o annunciante ás autoridades policiaes hajão de faze-los prender e entregar ao annunciante na casa acima referida, onde serão pagas quaesquer despezas feitas com a captura dos mesmos. ",,,,,,,,,,,,,,,,
4448,38,Jornal do Commercio ,232,4,http://memoria.bn.br/DocReader/364568_03/916,2-Sep-1840,fuga,,2,,,"Francisco Thomaz de Figueiredo Neves,",M,carpinteiro e alfaiate,,,M,21-22,,escravo,"Rua do Hospício, 97",,"A Francisco Thomaz de Figueiredo Neves, morador na rua do Hospício n. 97, fugirão 2 escravos no dia 30 de agosto: o primeiro he hum pardo, filho de Minas, que terá 17 a 18 annos de idade, alto, magro, tem pés grandes e falta de huma unha no dedo grande do pé esquerdo; he bem parecido e de feições miudas; levou vestido calça de castor escuro, camisa de morim branco, jaqueta de riscado encarnado com listas pretas, e o chapéo de sola envernizado com golão branco de prata: o segundo he crioulo, filho do Maranhão, official de carpinteiro, e tambem entende, alguma cousa do officio de alfaiate: este terá 21 a 22 annos de idade de estatura ordinaria, cheio de corpo, bem parecido, rosto hum tanto carnudo; levou levou vestido calças de riscado azul, camisa branca jaqueta dita e hum chapéo de pello nsade. He a segunda vez que fogem, e costumão usar de nomes suppostos; assim assim pede o annunciante ás autoridades policiaes hajão de faze-los prender e entregar ao annunciante na casa acima referida, onde serão pagas quaesquer despezas feitas com a captura dos mesmos. ",,,,,,,,,,,,,,,,
