Sort,Source,Edition,Page,URL,Pub Date,Ad Type,Seek/Offer,Number Sought/Offered,Ad Price Amt,Ad Price Period,Ad Placer Name,Ad Placer Sex,Advertised Occupations,Slave Name,Slave Origin,Slave Sex,Slave Age,Slave color,slave status,Location,Location City,Ad Transcription,Observations,,,,,,,,,,,,
339,Jornal do Commercio,16,4,http://memoria.bn.br/docreader/364568_03/64,18-Jan-1840,venda,oferecendo serviço,1,,,,,"mocamba, engomadeira, costureira, lavadeira, cozinheira, doceira",,,F,,preta,escrava,"Rua da Alfândega, 293",,"VENDE-SE huma bonita preta mocamba, que engomma e cose perfeitamente, lava, cozinha e he doceira, veste e prega huma senhora, e não se duvida dar a contento; na rua da Alfândega n. 293.",,,,,,,,,,,,,
340,Jornal do Commercio,16,4,http://memoria.bn.br/docreader/364568_03/64,18-Jan-1840,venda,oferecendo serviço,2,,,,,pagens ou ofício,,,M,13,,escravos,"Rua do Piolho, 40",,"VENDEM-SE dous bonitos moleques de 13 a 17 annos, proprios para pagens ou officio; na rua do Pilho n. 40.",,,,,,,,,,,,,
341,Jornal do Commercio,16,4,http://memoria.bn.br/docreader/364568_03/64,18-Jan-1840,venda,oferecendo serviço,1,,,,,roceiro,,,M,,preto,escravo,"Beco da Boa-Morte, 3",,"VENDE-SE hum preto de roça, no beco da Boa-Morte n. 3.",,,,,,,,,,,,,
342,Jornal do Commercio,16,4,http://memoria.bn.br/docreader/364568_03/64,18-Jan-1840,venda,oferecendo serviço,1,,,,,roceiro,,,M,,preto,escravo,"Rua dos Barbonos, 32",,"VENDE-SE hum preto de roça, na rua dos Barbonos, loja n. 32.",,,,,,,,,,,,,
343,Jornal do Commercio,16,4,http://memoria.bn.br/docreader/364568_03/64,18-Jan-1840,venda,oferecendo serviço,1,,,,,roceiro,,,M,,preto,escravo,"Rua da Ajuda, 10",,"VENDE-SE hum bom preto de meia idade, para todo o trabalho de roça, affiançando-se que não tem vicios nem molestias; na rua da Ajuda n. 10.",,,,,,,,,,,,,
344,Jornal do Commercio,16,4,http://memoria.bn.br/docreader/364568_03/64,18-Jan-1840,venda,oferecendo serviço,1,370$000,,,,"roceiro, chacareiro, quitandeiro, carroceiro",,,M,,preto,escravo,"Rua do Rosário, 107",,"VENDE-SE hum preto de elegante figura, que entenden de roça e chacara, he bom quitandeiro e carroceiro, por 370$ rs.: na rua do Rosário n. 107.",,,,,,,,,,,,,
345,Jornal do Commercio,16,4,http://memoria.bn.br/docreader/364568_03/64,18-Jan-1840,venda,oferecendo serviço,>1,,,,,"roceiros, cozinheiros, lavadeiras, engommadeiras, costureiras, mocambas",,,M/F,,,escravos,"Rua do Ouvidor, 84",,"FREDERICO GUILHERME faz leilão hoje, às 11 horas, na sua casa, rua do Ouvidor n. 84, de huma grande porção de escravos de ambos os sexos, com varios officios; pretos e pretas de roça, cozinheiros de ambos os sexos, lavadeiras, engommadeiras, costureiras, mocambas, etc., etc.; e muitos outros, os quaes serão todos arrematados com condição de perfeita saude e fiança de boas vendas.",,,,,,,,,,,,,
346,Jornal do Commercio,16,4,http://memoria.bn.br/docreader/364568_03/64,18-Jan-1840,venda,oferecendo serviço,1,,,,,"serviços domésticos, engomador",,,M,14,,escravo,"Rua do Sabão, 78",,"VENDE-SE hum moleque de 14 annos, sabendo o serviço de huma casa, e engommando liso alguma cousa; na rua do Sabão n. 78.",,,,,,,,,,,,,
347,Jornal do Commercio,16,4,http://memoria.bn.br/docreader/364568_03/64,18-Jan-1840,venda,oferecendo serviço,>1,,,,,,,,M/F,,,escravos,Confeitaria de Niterói,Niteroi,"VENDEM-SE, na confeitaria de Nitherohy, escravos de ambos os sexos, com officios e sem elles.",,,,,,,,,,,,,
348,Jornal do Commercio,18,3,http://memoria.bn.br/docreader/364568_03/71,20-Jan-1840,aluguel,oferecendo serviço,1,10$000 ,month,,,cozinheiro,,,M,,preto,escravo,"Rua do Costa, 79",,"ALUGA-SE, na rua do Costa n. 79, hum preto bom cozinheiro, sem vícios; seu aluguel mensal he 10$000 rs.",,,,,,,,,,,,,
349,Jornal do Commercio,18,4,http://memoria.bn.br/docreader/364568_03/72,20-Jan-1840,aluguel,procurando serviço,1,,,,,cozinheiro,,,M,,preto,escravo,"Pedra do Sal, venda do Sereno",,"PRECISA-SE alugar, com toda a brevidade, hum preto que saiba cozinhar com perfeitção o trivial de huma casa; dirigir-se à Pedra do Sal, venda do Sereno.",,,,,,,,,,,,,
350,Jornal do Commercio,18,4,http://memoria.bn.br/docreader/364568_03/72,20-Jan-1840,aluguel,procurando serviço,1,,,,,,,,M,,preto,escravo,"Rua da Quitanda, 12",,"PRECISA-SE alugar hum preto para todo o serviço, na rua da Quitanda n. 12.",,,,,,,,,,,,,
351,Jornal do Commercio,18,4,http://memoria.bn.br/docreader/364568_03/72,20-Jan-1840,fuga,,1,,,,,,Manoel,Cabinda,M,,preto,escravo,Armazém de café do Largo da Assembleia,,"FUGIO, no dia 15 do corrente, do armazem de café do largo d'Assembléa, hum preto de nome Manoel, nação Cabinda; levou vestido roupa velha de algodão trançado; costuma, quando fugido, andar ganhando e embebedar-se. Quem o apprehender e o levar ao armazem acima, será gratificado.",,,,,,,,,,,,,
352,Jornal do Commercio,18,4,http://memoria.bn.br/docreader/364568_03/72,20-Jan-1840,fuga,,1,,,,,,Maria de S. Pedro,Crioula,F,,,escrava,"Rua Direita, 32",,"Fugio, ao Dr. Ovidio Saraiva de Carvalho, residente na villa do Bananal, provincia de S. Paulo, huma crioula da Bahia, de nome Maria de S. Pedro, alta pernas grossas, cara comprida e secca, olhos pequenos, e hum delles meio pisco; muito desembaraçada, ceceosa de lingua; desconfia-se que esteja nesta cidade. Quem a apprehender será premiado, dirigindo-se à rua Direita n. 32.",,,,,,,,,,,,,
353,Jornal do Commercio,18,4,http://memoria.bn.br/docreader/364568_03/72,20-Jan-1840,fuga,,1,,,,,,Guilherme,,M,30,preto,escravo,"Rua do Hospício, esquina do Campo, 354",,"Fugio, no dia 17 do corrente, da rua do Hospício, esquina do Campo, n. 354, hum preto cozinheiro, de nome Guilherme, estatura regular, olhos pequenos, tendo todos os dentes, falla bem, tem na orelha esquerda huma bicha de ouro, os escrotos volumosos, e terá de idade 30 annos; levou vestido camisa de algodão americano nova, calças de seda verde escura de listas largas; quem o apprehender e levar à mesma casa será bem recompensado.",,,,,,,,,,,,,
354,Jornal do Commercio,18,4,http://memoria.bn.br/docreader/364568_03/72,20-Jan-1840,venda,oferecendo serviço,1,250$000,,,,carroceiro e chacareiro,,,M,,preto,escravo,"Rua da Misericórdia, 20 A",,"VENDE-SE hum preto de meia idade, sem molestia, sendo bom carroceiro e chacareiro, pelo diminuto preço de 250$000 réis; na rua da Misericórdia n. 20 A.",,,,,,,,,,,,,
355,Jornal do Commercio,18,3,http://memoria.bn.br/docreader/364568_03/71,20-Jan-1840,venda,oferecendo serviço,1,,,,,costureira,,,F,,negra,escrava,"Rua do Hospício, 184",,"VENDE-SE huma linda negrinha com bom principio de costura, a qual dá-se em conta, por se precisar do seu importe; na rua do Hospício n. 184.",,,,,,,,,,,,,
356,Jornal do Commercio,18,4,http://memoria.bn.br/docreader/364568_03/72,20-Jan-1840,venda,oferecendo serviço,1,,,,,"cozinheira, engomadeira, lavadeira, mocamba",,Benguela,F,26,preta,escrava,"Rua da Alfândega, 346",,"VENDE-SE, por cirscumstancias, huma preta de nação Benguela, de idade 26 a 28 annos, de elegante figura, sabendo cozinhar, engommar, lavar, e propria para mocamba, por ser muito diligente; na rua da Alfândega n. 346.",,,,,,,,,,,,,
357,Jornal do Commercio,18,4,http://memoria.bn.br/docreader/364568_03/72,20-Jan-1840,venda,oferecendo serviço,1,,,,,"mocamba, costureira, engomadeira, cozinheira, lavadeira, rendeira, doceira",,,F,20,,escrava,"Rua dos Ourives, 17",,"VENDE-SE huma boa mocamba de 20 annos, perfeita costureira, engommadeira e cozinheira, que lava, faz rendas e, doces de caldas de todas as qualidades; na rua dos Ourives n. 17.",,,,,,,,,,,,,
358,Jornal do Commercio,18,4,http://memoria.bn.br/docreader/364568_03/72,20-Jan-1840,venda,oferecendo serviço,1,360$000,,,,"serviços domésticos, cozinheira, lavadeira, quitandeira",,Mina,F,20,preta,escrava,"Rua do Hospício, 141",,"VENDE-SE, na rua do Hospício n. 141, huma preta de nação Mina, de idade 20 annos pouco mais ou menos, que faz todo o serviço de casa, cozinha, lava de sabão e barrela, he boa quitandeira, e o seu preço he de 360$ rs.",,,,,,,,,,,,,
359,Jornal do Commercio,18,3,http://memoria.bn.br/docreader/364568_03/71,20-Jan-1840,venda,oferecendo serviço,1,,,,,"serviços domésticos, engomador, lavador, pajem",,,M,14,,escravo,"Rua da Alfândega, 94",,"VENDE-SE hum moleque de 14 annos, robusto, fiel e humilde; sabe o servço interno de huma casa, engomma, ensaboa alguma cousa, he carinhoso para crianças, proprio para pagem ou officio, etc.; vende-se por se precisar de huma preta; na rua da Alfândega n. 94.",,,,,,,,,,,,,
360,Jornal do Commercio,18,4,http://memoria.bn.br/docreader/364568_03/72,20-Jan-1840,venda,oferecendo serviço,2,280$000/280$000,,,,,,,M,14,,escravo,"Rua do Lavradio, 23",,"VENDE-SE, por 280$ rs., hum moleque de 14 annos, ao Sr. que offereceu a dita quantia, ou a qualquer outra pessoa; na rua do Lavradio n. 23: faz compras, tem principios de cozinha de cozinha, carrega agua, e he livre de vicios; e hum preto de 30 annos, pelo mesmo preço e com as mesmas habilidades.",,,,,,,,,,,,,
361,Jornal do Commercio,18,4,http://memoria.bn.br/docreader/364568_03/72,20-Jan-1840,venda,oferecendo serviço,>1,,,,,,,,M/F,,,escravos,Confeitaria de Niterói,Niteroi,"VENDEM-SE, na confeitaria de Nitherohy, escravos de ambos os sexos, com officios e sem elles.",,,,,,,,,,,,,
362,Jornal do Commercio,19,4,http://memoria.bn.br/docreader/364568_03/76,22-Jan-1840,aluguel,oferecendo serviço,1,10$000 ,month,,,cozinheiro,,,M,,preto,escravo,"Travessa do Paço, 19",,"ALUGA-SE hum preto cozinheiro, que entende do serviço de casa, por 10$ rs. mensaes; na travessa do Paço n. 19.",,,,,,,,,,,,,
363,Jornal do Commercio,19,4,http://memoria.bn.br/docreader/364568_03/76,22-Jan-1840,aluguel,oferecendo serviço,1,,,,,"lavadeira, cozinheira, engomadeira",,,F,,preta,escrava,"Rua da Quitanda, 153",,"ALUGA-SE huma preta que sabe lavar, cozinhar, e gommar soffrivel; dirigir-se à rua da Quitanda n. 153.",,,,,,,,,,,,,
364,Jornal do Commercio,19,4,http://memoria.bn.br/docreader/364568_03/76,22-Jan-1840,aluguel,oferecendo serviço,1,,,,,"mocamba, costureira, engomadeira, lavadeira",,Crioula,F,,,escrava,"Rua da Alfândega, 331",,"ALUGA-SE, para casa particular e para o serviço de portas a dentro, huma crioula mocamba, que sabe coser, engommar e lavar: na rua da Alfândega n. 331.",,,,,,,,,,,,,
365,Jornal do Commercio,19,4,http://memoria.bn.br/docreader/364568_03/76,22-Jan-1840,aluguel,oferecendo serviço,>1,$480,day,,,,,,M,,,escravos,"Rua Direita, 32",,"QUEM quiser alugar escravos para trabalhar na barreira da rua do Senado, ganhando 480 por ida, dirija-se à rua Direita n. 32.",,,,,,,,,,,,,
366,Jornal do Commercio,19,4,http://memoria.bn.br/docreader/364568_03/76,22-Jan-1840,aluguel,procurando serviço,1,,,,,,,,M,,preto,escravo,"Rua da Quitanda, 12",,"PRECISA-SE alugar hum preto para todo o serviço, na rua da Quitanda n. 12.",,,,,,,,,,,,,
367,Jornal do Commercio,19,4,http://memoria.bn.br/docreader/364568_03/76,22-Jan-1840,compra,procurando serviço,1,,,,,oficial de carpinteiro,,,M,,preto,escravo,"Largo da Prainha, 14",,"PRECISA-SE comprar , no largo da Prainha n. 14, hum preto official de carpinteiro, que seja perfeito no officio.",,,,,,,,,,,,,
368,Jornal do Commercio,19,4,http://memoria.bn.br/docreader/364568_03/76,22-Jan-1840,compra,oferecendo serviço,1,,,,,,,,F,,,escrava,"Rua do Rosário, 70",,"COMPRA-SE, na rua do Rosário n. 70, huma criança femea recem-nascida.",,,,,,,,,,,,,
369,Jornal do Commercio,19,4,http://memoria.bn.br/docreader/364568_03/76,22-Jan-1840,fuga,,1,,,,,cozinheiro,Domingos,Moçambique,M,30,preto retinto,escravo,"Rua da Quitanda, 115",,"Fugio, no dia 15 de novembro do corrente anno, da casa da rua da Quitanda n. 115, hum preto de nome Domingos, de nação moçambique, cozinheiro, de estatura regular, olhos grandes, cabeça rapada, mui retinto, magro, pernas zambras, de idade 30 annos pouco mais ou menos, vestido de calça e camisa de algodão americano, e jaqueta de panno azul, com signaes no assento de ter sido recentemente surrado; e julga-se que está acoutado em alguma casa: quem o trouxer à dita casa acima receberá alviçaras.",,,,,,,,,,,,,
370,Jornal do Commercio,19,4,http://memoria.bn.br/docreader/364568_03/76,22-Jan-1840,fuga,,1,,,,,,Bento,,M,30,preto,escravo,"Rua dos Ourives, 49",,"FUGIO, no dia 19 do corrente, hum preto por nome Bento, de idade 30 annos, com os signaes seguintes: camisa de algodão grosso, calça de brim de listas já velha, he meio barrigudo, com cara gorda, e tem costume de andar sempre com a cabeça entre os ombros, e he muito vagaroso no andar: levou hum cesto, huma manta encarnada, 2 encerados, 3 saccos, 2 patacas de pão branco e de rala, e desconfia-se que foi seduzido; portanto, previne-se aos Srs. capitães do mato que terão boas alviçaras se o levarem à rua dos Ourives, padaria franceza n. 49. Outro sim protesta-se contra quem o tiver acoutado em casa.",,,,,,,,,,,,,
371,Jornal do Commercio,19,4,http://memoria.bn.br/docreader/364568_03/76,22-Jan-1840,fuga,,1,,,,,,João,Cabinda,M,22,preto,escravo,"Rua da Prainha, 32",,"FUGIO, no dia 20 do corrente, hum preto de nome João, de nação Cabinda, com os signaes seguintes: idade 22 a 24 annos, estatura ordinaria, côr retinta, olhos vivos, nariz não muito grande e alguma cousa virado para cima, falla alguma cousa fanhoso; e com huma chaga no tornozelo da perna esquerda, pelo lado de fora; levou vestido camisa de linho já usada, calça lãasinha ruça com riscas pretas: e furtados 3 relogios, hum sabonete de caixa de prata; outro dito dito e vidro, com huma cruz de habito de Christo pintada no mostrador; e o outro caixa de tartaruga. Previne-se que ninguém compre; e a quem forem offerecidos roga-se de apprehende-los e ao dito preto, e entrega-lo a seu senhor, na rua da Prainha n. 32, que será gratificado. ",,,,,,,,,,,,,
372,Jornal do Commercio,19,4,http://memoria.bn.br/docreader/364568_03/76,22-Jan-1840,fuga,,1,,,,,,,Angola,F,14,negra retinta,escrava,"Rua da Violas, 25 ou Beco dos Carmelitas, 14",,"FUGIO, no dia 17 do corrente, huma negrinha de nação Angola, idade 14 annos, muito retinta, com huma costura entre a testa e o nariz; fugio vestida com calça e camisa de picote, deixando os vestidos, isto para melhor disfarçar-se. Quem da mesma der noticia, ou a levar à rua das Violas n. 25, ou ao beco dos Carmelitas n. 14, será recompensado.",,,,,,,,,,,,,
373,Jornal do Commercio,19,4,http://memoria.bn.br/docreader/364568_03/76,22-Jan-1840,fuga,,1,,,,,,Ignacio,Crioulo,M,,pardo,escravo,"Casa de Correcção ou ladeira do Calabouço, sem número",,"200$000 RÉIS DE GRATIFICAÇÃO a quem levar à casa de Correcção  hum pardo, escravo fugido, de nome Ignacio e natural do Maranhão. He muito espevitado, tem olhar espantadiço, he baixo, grosso, cara larga e barbado, o qual fugio para esta côrte no principio do anno de 1839, para escapar à devida correcção que lhe tencionava dar seu senhor, em consequencia das artimanhas que praticou naquela provincia; tem sido visto nesta cidade, e seu trajar commum he o seguinte: chapéo preto, lenço no pescoço, casacão tinto de preto, collete, calças pretas e calçado. Consta que anda presentemente de luto, e em lugar do casacão traz casaca. Tambem consta que tem posto em contribuição muitos dos habitantes desta capital com os seus diarios e successivos calotes. Quem o apprehender e conduzir à casa mencionada acima, pode dirigir-se à ladeira do Calabouço, casa sem numero, com portão de cocheira, a receber a quantia promettida.",,,,,,,,,,,,,
374,Jornal do Commercio,19,4,http://memoria.bn.br/docreader/364568_03/76,22-Jan-1840,fuga,,1,,,,,,Manoel,Angola,M,,preto retinto,escravo,"Campo de São Christovão, Rua do Imperador, 3 ou Beco da Música, 3",,"DESAPPARECEU, no dia 19 do corrente, hum preto de nome Manoel, de nação Angola; julga-se ter sido seduzido do campo de S. Christovão, e tem os signaes seguintes: muito retinto, bastante picado de bexigas, nariz hum pouco afilado, huma orelha furada, e huma pequena coroa no alto da cabeça, de carregar barris d'água; tem os pés todos rachados; levou jaqueta de angolina preta, camisa de algodão entrançado branco, calça de brim pardo entrançado, tudo já velho. quem delle der noticia dirija-se a S. Christovão, rua do Imperador n. 3, ou à cidade, rua da Mizericordia; a entrada da casa he no beco da Musica n. 3; que será gratificado.",,,,,,,,,,,,,
375,Jornal do Commercio,19,4,http://memoria.bn.br/docreader/364568_03/76,22-Jan-1840,fuga,,1,,,,,,Manoel,Cabinda,M,,,Africano Livre,"Rua da Quitanda, 45",,"FUGIO ou desencaminhárão hum moleque buçal de nome Manoel, Africano livre, de nação Cabinda, tem a boca muito pequenina e torta; e igualmente huma preta por nome Carolina, nação Bemguela, buçal e Africana livre, alta e bem feita; quem dos mesmos souber noticiará na rua da Quitanda, n. 45, que será bem gratificado.",,,,,,,,,,,,,
376,Jornal do Commercio,19,4,http://memoria.bn.br/docreader/364568_03/76,22-Jan-1840,fuga,,1,,,,,,Joaquim,Cabinda,M,40,,escravo,"Chacara da Boa Vista, Rua do Senado, 61",,"FUGIO, no dia 19 do corrente, da chacara da Boa Vista, rua do Senado, n. 61, hum escravo de nome Joaquim, de nação Cabinda, de 40 annos d'idade para mais, falta-lhe o dedo grande do pé direito; tem cabellos brancos, estatura pequena, e o braço esquerdo do cotovello pra cima todo cicatrizado; levou vestido camisa e ceroula de panno de algodão de Minas, e chapéo de palha velho; quem o mesmo levar à rua acima, ou delle der noticias, receberá alviçaras.",,,,,,,,,,,,,
377,Jornal do Commercio,19,4,http://memoria.bn.br/docreader/364568_03/76,22-Jan-1840,fuga,,1,,,,,,Antonio,Congo,M,,preto,escravo,"Rio Comprido, chacara de olaria ou Campo de Santa Anna, 47",,"Fugio, do dia 13 para 14, hum preto do nome Antonio, de nação Congo, sem barba, tendo hum dos dedos dos pés mais compridos que o regular; levou vestido camisa e ceroulas de algodão de Minas; quem do mesmo der noticia no Rio Comprido, chacara de olaria, ou campo de Santa Anna n. 47, cocheira de animaes, será bem gratificado do seu trabalho.",,,,,,,,,,,,,
378,Jornal do Commercio,19,4,http://memoria.bn.br/docreader/364568_03/76,22-Jan-1840,fuga,,1,,,,,,,São Thomé,F,,preta,escrava,"Rua da Cadeia, 54",,"Fugio, no dia 16 do corrente, pela huma hora da tarde pouco mais ou menos, huma preta de nome Isabel (segundo diz o papel da compra) filha de S. Thomé, que pelo meio dia, pouco mais ou menos, se havia comprado a hum tal Francisco Fereira Guimarães Napoles, na rua da Cadêa n. 54, sobrado, que annuncio pelo jornal dia 14 do corrente, a qual preta apenas chegou a entrar em casa, e sahindo logo à algumas pequenas compras, mais não voltou, e como por tão pouco tempo foi vista não pode admirar que se não dem muitos signaes della, e só se reparou em hum signal que a mesma tem em huma das fontes como de quem teve ali huma pequena feridade que sahira alguma carne, e assim mais se reparou em a dita preta ter bastante signaes de castigo nas costas. A assignatura do dito Napoles foi immediatamente reconhecida pelo mui digno Sr. tabellião Miranda, no mesmo dia 16, a mesma hora já indicada pouco mais ou menos, em que pela primeira e unica vez se tratou e concluiu tal compra; mas pelo quer que fosse, o dito Napoles datou o papel de venda de 15 do corrente. Portanto, protesta-se pela nullidade de tal compra contra quem de direito fôr, e assim mais contra qualquer pessoa que tenha a dita preta acoutada.",,,,,,,,,,,,,
